Orthogroup	pbar_genome.OGS.1.2.maker.proteins	acep_genome.OGS.1.2.maker.proteins
OG0005292	PBAR_PB17895-RA	ACEP_ACEP_00007476-RA
OG0005293	PBAR_pbar_RpS21-1	ACEP_ACEP_00007479-RA
OG0005294	PBAR_PB17893-RA	ACEP_ACEP_00007480-RA
OG0005295	PBAR_PB17911-RA	ACEP_ACEP_00007465-RA
OG0005296	PBAR_PB17920-RA	ACEP_ACEP_00007464-RA
OG0005297	PBAR_PB17909-RA	ACEP_ACEP_00007466-RA
OG0005298	PBAR_PB17912-RA	ACEP_ACEP_00007467-RA
OG0005299	PBAR_PB17929-RA	ACEP_ACEP_00007461-RA
OG0005300	PBAR_PB17924-RA	ACEP_ACEP_00007462-RA
OG0005301	PBAR_PB17928-RA	ACEP_ACEP_00007459-RA
OG0005302	PBAR_PB17925-RA	ACEP_ACEP_00007458-RA
OG0005303	PBAR_PB17926-RA	ACEP_ACEP_00007460-RA
OG0005304	PBAR_PB17930-RA	ACEP_ACEP_00007457-RA
OG0005305	PBAR_PB24343-RA	ACEP_ACEP_00007456-RA
OG0005306	PBAR_PB24345-RA	ACEP_ACEP_00007454-RA
OG0005307	PBAR_PB24349-RA	ACEP_ACEP_00007453-RA
OG0005308	PBAR_PB24359-RA	ACEP_ACEP_00007445-RA
OG0005309	PBAR_PB24361-RA	ACEP_ACEP_00007452-RA
OG0005310	PBAR_PB24357-RA	ACEP_ACEP_00007451-RA
OG0005311	PBAR_PB24360-RA	ACEP_ACEP_00007450-RA
OG0005312	PBAR_PB24362-RA	ACEP_ACEP_00007443-RA
OG0005313	PBAR_PB24363-RA	ACEP_ACEP_00007444-RA
OG0005314	PBAR_PB24366-RA	ACEP_ACEP_00007441-RA
OG0005315	PBAR_PB24358-RA	ACEP_ACEP_00007442-RA
OG0005316	PBAR_PB24375-RA	ACEP_ACEP_00007438-RA
OG0005317	PBAR_PB24369-RA	ACEP_ACEP_00007435-RA
OG0005318	PBAR_PB24368-RA	ACEP_ACEP_00007437-RA
OG0005319	PBAR_PB24373-RA	ACEP_ACEP_00007434-RA
OG0005320	PBAR_PB27074-RA	ACEP_ACEP_00017333-RA
OG0005321	PBAR_PB24394-RA	ACEP_ACEP_00007428-RA
OG0005322	PBAR_PB24385-RA	ACEP_ACEP_00007427-RA
OG0005323	PBAR_PB24396-RA	ACEP_ACEP_00007429-RA
OG0005324	PBAR_PB24371-RA	ACEP_ACEP_00007431-RA
OG0005325	PBAR_PB24381-RA	ACEP_ACEP_00007430-RA
OG0005326	PBAR_PB24393-RA	ACEP_ACEP_00007426-RA
OG0005327	PBAR_PB24395-RA	ACEP_ACEP_00007424-RA
OG0005328	PBAR_pbar_ade5-like-1	ACEP_ACEP_00007425-RA
OG0005329	PBAR_PB24370-RA	ACEP_ACEP_00007432-RA
OG0005330	PBAR_PB24367-RA	ACEP_ACEP_00007433-RA
OG0005331	PBAR_PB24410-RA	ACEP_ACEP_00007407-RA
OG0005332	PBAR_PB24412-RA	ACEP_ACEP_00007409-RA
OG0005333	PBAR_PB24379-RA	ACEP_ACEP_00007415-RA
OG0005334	PBAR_PB24392-RA	ACEP_ACEP_00007419-RA
OG0005335	PBAR_PB24403-RA	ACEP_ACEP_00007412-RA
OG0005336	PBAR_PB24384-RA	ACEP_ACEP_00007420-RA
OG0005337	PBAR_PB24383-RA	ACEP_ACEP_00007416-RA
OG0005338	PBAR_PB24399-RA	ACEP_ACEP_00007408-RA
OG0005339	PBAR_PB24386-RA	ACEP_ACEP_00007414-RA
OG0005340	PBAR_PB24409-RA	ACEP_ACEP_00007413-RA
OG0005341	PBAR_PB24382-RA	ACEP_ACEP_00007418-RA
OG0005342	PBAR_PB24389-RA	ACEP_ACEP_00007423-RA
OG0005343	PBAR_PB24388-RA	ACEP_ACEP_00007422-RA
OG0005344	PBAR_PB24404-RA	ACEP_ACEP_00007401-RA
OG0005345	PBAR_PB24411-RA	ACEP_ACEP_00007400-RA
OG0005346	PBAR_PB19879-RA	ACEP_ACEP_00007397-RA
OG0005347	PBAR_PB24408-RA	ACEP_ACEP_00007402-RA
OG0005348	PBAR_PB24401-RA	ACEP_ACEP_00007399-RA
OG0005349	PBAR_PB24402-RA	ACEP_ACEP_00007406-RA
OG0005350	PBAR_PB24413-RA	ACEP_ACEP_00007405-RA
OG0005351	PBAR_PB24420-RA	ACEP_ACEP_00007394-RA
OG0005352	PBAR_PB24416-RA	ACEP_ACEP_00007393-RA
OG0005353	PBAR_PB24417-RA	ACEP_ACEP_00007395-RA
OG0005354	PBAR_PB24423-RA	ACEP_ACEP_00007390-RA
OG0005355	PBAR_PB24429-RA	ACEP_ACEP_00007387-RA
OG0005356	PBAR_PB24438-RB	ACEP_ACEP_00007379-RA
OG0005357	PBAR_PB24435-RA	ACEP_ACEP_00007377-RA
OG0005358	PBAR_PB24434-RA	ACEP_ACEP_00007376-RA
OG0005359	PBAR_PB24433-RA	ACEP_ACEP_00007382-RA
OG0005360	PBAR_PB24436-RA	ACEP_ACEP_00007380-RA
OG0005361	PBAR_PB24443-RA	ACEP_ACEP_00007375-RA
OG0005362	PBAR_PB24449-RA	ACEP_ACEP_00007373-RA
OG0005363	PBAR_PB24437-RA	ACEP_ACEP_00007378-RA
OG0005364	PBAR_PB24442-RA	ACEP_ACEP_00007374-RA
OG0005365	PBAR_PB24447-RA	ACEP_ACEP_00007369-RA
OG0005366	PBAR_pbar_RpS25-1	ACEP_ACEP_00007381-RA
OG0005367	PBAR_PB24430-RA	ACEP_ACEP_00007383-RA
OG0005368	PBAR_PB24440-RA	ACEP_ACEP_00007370-RA
OG0005369	PBAR_PB24427-RA	ACEP_ACEP_00007384-RA
OG0005370	PBAR_PB24441-RA	ACEP_ACEP_00007366-RA
OG0005371	PBAR_PB24446-RA	ACEP_ACEP_00007363-RA
OG0005372	PBAR_PB24445-RA	ACEP_ACEP_00007360-RA
OG0005373	PBAR_PB24451-RA	ACEP_ACEP_00007367-RA
OG0005374	PBAR_PB24444-RA	ACEP_ACEP_00007368-RA
OG0005375	PBAR_PB24458-RA	ACEP_ACEP_00007352-RA
OG0005376	PBAR_PB24462-RA	ACEP_ACEP_00007349-RA
OG0005377	PBAR_PB24466-RA	ACEP_ACEP_00007345-RA
OG0005378	PBAR_PB27077-RA	ACEP_ACEP_00017344-RA
OG0005379	PBAR_PB24460-RA	ACEP_ACEP_00007347-RA
OG0005380	PBAR_PB24467-RA	ACEP_ACEP_00007346-RA
OG0005381	PBAR_PB24461-RA	ACEP_ACEP_00007348-RA
OG0005382	PBAR_PB24463-RA	ACEP_ACEP_00007337-RA
OG0005383	PBAR_PB21181-RA	ACEP_ACEP_00011233-RA
OG0005384	PBAR_PB21183-RA	ACEP_ACEP_00011232-RA
OG0005385	PBAR_PB21182-RA	ACEP_ACEP_00011235-RA
OG0005386	PBAR_PB21085-RA	ACEP_ACEP_00011219-RA
OG0005387	PBAR_PB11800-RA	ACEP_ACEP_00011225-RA
OG0005388	PBAR_PB21075-RA	ACEP_ACEP_00011220-RA
OG0005389	PBAR_PB26204-RA	ACEP_ACEP_00011229-RA
OG0005390	PBAR_PB21189-RA	ACEP_ACEP_00011230-RA
OG0005391	PBAR_PB11795-RA	ACEP_ACEP_00011224-RA
OG0005392	PBAR_PB21077-RA	ACEP_ACEP_00011221-RA
OG0005393	PBAR_PB21080-RA	ACEP_ACEP_00011223-RA
OG0005394	PBAR_PB21180-RA	ACEP_ACEP_00011231-RA
OG0005395	PBAR_pbar_Jra-1	ACEP_ACEP_00011215-RA
OG0005396	PBAR_PB21061-RA	ACEP_ACEP_00011211-RA
OG0005397	PBAR_PB21071-RA	ACEP_ACEP_00011214-RA
OG0005398	PBAR_PB21063-RA	ACEP_ACEP_00011205-RA
OG0005399	PBAR_PB21068-RA	ACEP_ACEP_00011206-RA
OG0005400	PBAR_PB21064-RA	ACEP_ACEP_00011207-RA
OG0005401	PBAR_PB21065-RA	ACEP_ACEP_00011209-RA
OG0005402	PBAR_PB21067-RA	ACEP_ACEP_00011201-RA
OG0005403	PBAR_PB21066-RA	ACEP_ACEP_00011202-RA
OG0005404	PBAR_PB21060-RA	ACEP_ACEP_00011204-RA
OG0005405	PBAR_PB21062-RA	ACEP_ACEP_00011203-RA
OG0005406	PBAR_PB21058-RA	ACEP_ACEP_00011199-RA
OG0005407	PBAR_PB21056-RA	ACEP_ACEP_00011198-RA
OG0005408	PBAR_PB21054-RA	ACEP_ACEP_00011194-RA
OG0005409	PBAR_Pbar_Ndufb6_like-1	ACEP_ACEP_00011195-RA
OG0005410	PBAR_PB21055-RA	ACEP_ACEP_00011196-RA
OG0005411	PBAR_PB21039-RA	ACEP_ACEP_00011189-RA
OG0005412	PBAR_PB21052-RA	ACEP_ACEP_00011192-RA
OG0005413	PBAR_PB21045-RA	ACEP_ACEP_00017746-RA
OG0005414	PBAR_PB21036-RA	ACEP_ACEP_00011183-RA
OG0005415	PBAR_PB21029-RA	ACEP_ACEP_00011182-RA
OG0005416	PBAR_PB21034-RA	ACEP_ACEP_00011181-RA
OG0005417	PBAR_PB21030-RA	ACEP_ACEP_00011184-RA
OG0005418	PBAR_Pbar_dally-RA	ACEP_ACEP_00011175-RA
OG0005419	PBAR_PB11093-RA	ACEP_ACEP_00011172-RA
OG0005420	PBAR_PB21110-RA	ACEP_ACEP_00011179-RA
OG0005421	PBAR_PB21116-RA	ACEP_ACEP_00011176-RA
OG0005422	PBAR_PB21119-RA	ACEP_ACEP_00011178-RA
OG0005423	PBAR_PB11192-RA	ACEP_ACEP_00011177-RA
OG0005424	PBAR_PB11096-RA	ACEP_ACEP_00011171-RA
OG0005425	PBAR_PB11094-RA	ACEP_ACEP_00011170-RA
OG0005426	PBAR_PB11087-RA	ACEP_ACEP_00011159-RA
OG0005427	PBAR_PB11095-RA	ACEP_ACEP_00011164-RA
OG0005428	PBAR_PB20995-RA	ACEP_ACEP_00011157-RA
OG0005429	PBAR_PB20989-RA	ACEP_ACEP_00011156-RA
OG0005430	PBAR_PB20992-RA	ACEP_ACEP_00011154-RA
OG0005431	PBAR_PB11086-RA	ACEP_ACEP_00011158-RA
OG0005432	PBAR_PB18695-RA	ACEP_ACEP_00011146-RA
OG0005433	PBAR_PB18693-RA	ACEP_ACEP_00011147-RA
OG0005434	PBAR_PB18689-RA	ACEP_ACEP_00011145-RA
OG0005435	PBAR_PB18691-RA	ACEP_ACEP_00011144-RA
OG0005436	PBAR_PB18696-RA	ACEP_ACEP_00011125-RA
OG0005437	PBAR_PB18688-RB	ACEP_ACEP_00011131-RA
OG0005438	PBAR_PB18700-RA	ACEP_ACEP_00011121-RA
OG0005439	PBAR_PB13889-RA	ACEP_ACEP_00011116-RA
OG0005440	PBAR_PB13888-RA	ACEP_ACEP_00011117-RA
OG0005441	PBAR_PB13890-RA	ACEP_ACEP_00011111-RA
OG0005442	PBAR_PB13887-RA	ACEP_ACEP_00011112-RA
OG0005443	PBAR_PB13891-RA	ACEP_ACEP_00011113-RA
OG0005444	PBAR_PB24169-RA	ACEP_ACEP_00011108-RA
OG0005445	PBAR_PB13896-RA	ACEP_ACEP_00011109-RA
OG0005446	PBAR_CG_02550629	ACEP_ACEP_00011104-RA
OG0005447	PBAR_PB24157-RA	ACEP_ACEP_00011101-RA
OG0005448	PBAR_PB24161-RA	ACEP_ACEP_00011093-RA
OG0005449	PBAR_PB24160-RA	ACEP_ACEP_00011102-RA
OG0005450	PBAR_PB24154-RA	ACEP_ACEP_00011100-RA
OG0005451	PBAR_PB24159-RA	ACEP_ACEP_00011105-RA
OG0005452	PBAR_PB24162-RA	ACEP_ACEP_00011099-RA
OG0005453	PBAR_PB24150-RA	ACEP_ACEP_00011103-RA
OG0005454	PBAR_PB25333-RA, PBAR_PB24167-RA	ACEP_ACEP_00011107-RA
OG0005455	PBAR_PB24166-RA	ACEP_ACEP_00011106-RA
OG0005456	PBAR_PB24133-RA	ACEP_ACEP_00011086-RA
OG0005457	PBAR_PB24135-RA	ACEP_ACEP_00011087-RA
OG0005458	PBAR_PB24153-RA	ACEP_ACEP_00011090-RA
OG0005459	PBAR_PB24137-RA	ACEP_ACEP_00011089-RA
OG0005460	PBAR_PB21420-RA	ACEP_ACEP_00011077-RA
OG0005461	PBAR_PB21425-RA	ACEP_ACEP_00011068-RA
OG0005462	PBAR_PB21424-RA	ACEP_ACEP_00011081-RA
OG0005463	PBAR_PB21430-RA	ACEP_ACEP_00011069-RA
OG0005464	PBAR_PB21412-RA	ACEP_ACEP_00011071-RA
OG0005465	PBAR_PB21434-RA	ACEP_ACEP_00011075-RA
OG0005466	PBAR_PB21423-RA	ACEP_ACEP_00011070-RA
OG0005467	PBAR_PB21428-RA	ACEP_ACEP_00011079-RA
OG0005468	PBAR_pbar_RpL28-1	ACEP_ACEP_00011084-RA
OG0005469	PBAR_PB17790-RA	ACEP_ACEP_00011083-RA
OG0005470	PBAR_PB18082-RA	ACEP_ACEP_00011082-RA
OG0005471	PBAR_PB18345-RA	ACEP_ACEP_00011059-RA
OG0005473	PBAR_PB18354-RA	ACEP_ACEP_00011057-RA
OG0005474	PBAR_PB17787-RA	ACEP_ACEP_00011063-RA
OG0005475	PBAR_PB14617-RA	ACEP_ACEP_00011065-RA
OG0005476	PBAR_PB14612-RA	ACEP_ACEP_00011066-RA
OG0005477	PBAR_PB18352-RA	ACEP_ACEP_00011052-RA
OG0005478	PBAR_PB18355-RA	ACEP_ACEP_00011053-RA
OG0005479	PBAR_PB18359-RA	ACEP_ACEP_00011051-RA
OG0005480	PBAR_PB18338-RA	ACEP_ACEP_00011055-RA
OG0005481	PBAR_PB17778-RA	ACEP_ACEP_00011050-RA
OG0005482	PBAR_PB17002-RA	ACEP_ACEP_00011046-RA
OG0005483	PBAR_PB17055-RA	ACEP_ACEP_00011045-RA
OG0005484	PBAR_PB17762-RA	ACEP_ACEP_00011048-RA
OG0005485	PBAR_PB17758-RA	ACEP_ACEP_00011047-RA
OG0005486	PBAR_PB17050-RA	ACEP_ACEP_00011042-RA
OG0005487	PBAR_Pbar_Atp5b_like-1	ACEP_ACEP_00011044-RA
OG0005488	PBAR_PB17764-RA	ACEP_ACEP_00011049-RA
OG0005489	PBAR_PB17662-RA	ACEP_ACEP_00011032-RA
OG0005490	PBAR_PB11249-RA	ACEP_ACEP_00011036-RA
OG0005491	PBAR_PB17666-RA	ACEP_ACEP_00011033-RA
OG0005492	PBAR_PB13935-RA	ACEP_ACEP_00013634-RA
OG0005493	PBAR_PB21381-RA	ACEP_ACEP_00013612-RA
OG0005494	PBAR_PB18900-RA	ACEP_ACEP_00013617-RA
OG0005495	PBAR_PB18903-RA	ACEP_ACEP_00013618-RA
OG0005496	PBAR_PB21378-RA	ACEP_ACEP_00013615-RA
OG0005497	PBAR_PB23908-RA	ACEP_ACEP_00013621-RA
OG0005498	PBAR_PB23912-RA	ACEP_ACEP_00013620-RA
OG0005499	PBAR_PB21390-RA	ACEP_ACEP_00013607-RA
OG0005500	PBAR_PB21380-RA	ACEP_ACEP_00013610-RA
OG0005501	PBAR_pbar_RpL37A-1	ACEP_ACEP_00013608-RA
OG0005502	PBAR_PB21379-RA	ACEP_ACEP_00013611-RA
OG0005503	PBAR_PB21386-RA	ACEP_ACEP_00013601-RA
OG0005504	PBAR_PB21389-RA	ACEP_ACEP_00013604-RA
OG0005505	PBAR_PB21387-RA	ACEP_ACEP_00013600-RA
OG0005506	PBAR_PB21385-RA	ACEP_ACEP_00013606-RA
OG0005507	PBAR_PB21396-RA	ACEP_ACEP_00013591-RA
OG0005508	PBAR_PB21400-RA	ACEP_ACEP_00013595-RA
OG0005509	PBAR_PB21399-RA	ACEP_ACEP_00013590-RA
OG0005510	PBAR_PB21398-RA	ACEP_ACEP_00013593-RA
OG0005511	PBAR_PB21403-RA	ACEP_ACEP_00013596-RA
OG0005512	PBAR_PB21407-RA	ACEP_ACEP_00013584-RA
OG0005513	PBAR_PB10067-RA	ACEP_ACEP_00013587-RA
OG0005514	PBAR_PB21404-RA	ACEP_ACEP_00013586-RA
OG0005515	PBAR_PB21405-RA	ACEP_ACEP_00013585-RA
OG0005516	PBAR_PB21411-RA	ACEP_ACEP_00013583-RA
OG0005517	PBAR_PB21415-RA	ACEP_ACEP_00013582-RA
OG0005518	PBAR_PB21417-RA	ACEP_ACEP_00013581-RA
OG0005519	PBAR_PB14625-RA	ACEP_ACEP_00013578-RA
OG0005520	PBAR_PB14624-RA	ACEP_ACEP_00013577-RA
OG0005521	PBAR_PB17138-RA	ACEP_ACEP_00013568-RA
OG0005522	PBAR_PB17148-RA	ACEP_ACEP_00013573-RA
OG0005523	PBAR_PB17131-RA	ACEP_ACEP_00013567-RA
OG0005524	PBAR_CG_02546755	ACEP_ACEP_00013572-RA
OG0005525	PBAR_PB17140-RA	ACEP_ACEP_00013575-RA
OG0005526	PBAR_PB17146-RA	ACEP_ACEP_00013570-RA
OG0005527	PBAR_PB17130-RA	ACEP_ACEP_00013565-RA
OG0005528	PBAR_PB17136-RA	ACEP_ACEP_00013562-RA
OG0005529	PBAR_PB17135-RA	ACEP_ACEP_00013553-RA
OG0005530	PBAR_CG_02550536	ACEP_ACEP_00013550-RA
OG0005531	PBAR_PB17127-RA	ACEP_ACEP_00013547-RA
OG0005532	PBAR_PB17129-RA	ACEP_ACEP_00013551-RA
OG0005533	PBAR_PB17124-RA	ACEP_ACEP_00013545-RA
OG0005534	PBAR_PB17117-RA	ACEP_ACEP_00013541-RA
OG0005535	PBAR_PB17107-RA	ACEP_ACEP_00013540-RA
OG0005536	PBAR_PB17125-RA	ACEP_ACEP_00013544-RA
OG0005537	PBAR_PB17118-RA	ACEP_ACEP_00013539-RA
OG0005538	PBAR_PB17122-RA	ACEP_ACEP_00013543-RA
OG0005539	PBAR_PB17109-RA	ACEP_ACEP_00013530-RA
OG0005540	PBAR_PB17096-RA	ACEP_ACEP_00013522-RA
OG0005541	PBAR_PB17106-RA	ACEP_ACEP_00013533-RA
OG0005542	PBAR_PB17123-RA	ACEP_ACEP_00013528-RA
OG0005543	PBAR_PB17105-RA	ACEP_ACEP_00013532-RA
OG0005544	PBAR_PB17114-RA	ACEP_ACEP_00013531-RA
OG0005545	PBAR_Pbar_s6k-RA	ACEP_ACEP_00013521-RA
OG0005546	PBAR_PB17115-RA	ACEP_ACEP_00013534-RA
OG0005547	PBAR_PB17116-RA	ACEP_ACEP_00013536-RA
OG0005548	PBAR_PB17108-RA	ACEP_ACEP_00013535-RA
OG0005549	PBAR_PB17102-RA	ACEP_ACEP_00013517-RA
OG0005550	PBAR_PB17101-RA	ACEP_ACEP_00013515-RA
OG0005551	PBAR_PB17752-RA	ACEP_ACEP_00013518-RA
OG0005552	PBAR_PB17100-RA	ACEP_ACEP_00013520-RA
OG0005553	PBAR_PB11904-RA	ACEP_ACEP_00013511-RA
OG0005554	PBAR_PB22311-RA	ACEP_ACEP_00013502-RA
OG0005555	PBAR_PB11910-RA	ACEP_ACEP_00013507-RA
OG0005556	PBAR_PB22315-RA	ACEP_ACEP_00013503-RA
OG0005557	PBAR_PB11901-RA	ACEP_ACEP_00013512-RA
OG0005558	PBAR_PB18270-RA	ACEP_ACEP_00016514-RA
OG0005559	PBAR_PB15864-RA	ACEP_ACEP_00016383-RA
OG0005560	PBAR_PB13332-RA	ACEP_ACEP_00016548-RA
OG0005561	PBAR_PB24811-RA	ACEP_ACEP_00016319-RA
OG0005562	PBAR_PB25610-RA	ACEP_ACEP_00016408-RA
OG0005563	PBAR_PB24533-RA	ACEP_ACEP_00016645-RA
OG0005564	PBAR_PB11130-RA	ACEP_ACEP_00016691-RA
OG0005565	PBAR_PB12562-RA	ACEP_ACEP_00016890-RA
OG0005566	PBAR_PB24291-RA	ACEP_ACEP_00016440-RA
OG0005567	PBAR_PB12176-RA	ACEP_ACEP_00016596-RA
OG0005568	PBAR_PB12296-RA	ACEP_ACEP_00016444-RA
OG0005569	PBAR_PB22457-RA	ACEP_ACEP_00003195-RA
OG0005570	PBAR_PB22453-RA	ACEP_ACEP_00003194-RA
OG0005571	PBAR_PB22451-RA	ACEP_ACEP_00003193-RA
OG0005572	PBAR_PB26980-RA	ACEP_ACEP_00017138-RA
OG0005573	PBAR_PB22467-RA	ACEP_ACEP_00003189-RA
OG0005574	PBAR_PB22466-RA	ACEP_ACEP_00003181-RA
OG0005576	PBAR_PB20708-RA	ACEP_ACEP_00003170-RA
OG0005577	PBAR_PB20711-RA	ACEP_ACEP_00003171-RA
OG0005578	PBAR_PB22459-RA	ACEP_ACEP_00003174-RA
OG0005579	PBAR_PB22465-RA	ACEP_ACEP_00003175-RA
OG0005580	PBAR_Pbar_RpL4-1	ACEP_ACEP_00003172-RA
OG0005581	PBAR_PB22461-RA	ACEP_ACEP_00003180-RA
OG0005582	PBAR_PB22460-RA	ACEP_ACEP_00003167-RA
OG0005583	PBAR_PB22479-RA	ACEP_ACEP_00003165-RA
OG0005584	PBAR_PB20718-RA	ACEP_ACEP_00003168-RA
OG0005585	PBAR_PB22478-RA	ACEP_ACEP_00003163-RA
OG0005586	PBAR_PB22477-RA	ACEP_ACEP_00003166-RA
OG0005587	PBAR_PB22474-RA	ACEP_ACEP_00003159-RA
OG0005589	PBAR_PB22484-RA	ACEP_ACEP_00003146-RA
OG0005590	PBAR_PB22480-RA	ACEP_ACEP_00003138-RA
OG0005591	PBAR_PB22476-RA	ACEP_ACEP_00003143-RA
OG0005592	PBAR_PB22473-RA	ACEP_ACEP_00003139-RA
OG0005593	PBAR_PB22481-RA	ACEP_ACEP_00003144-RA
OG0005594	PBAR_PB22472-RA	ACEP_ACEP_00003145-RA
OG0005595	PBAR_PB12962-RA	ACEP_ACEP_00003134-RA
OG0005596	PBAR_PB19248-RA	ACEP_ACEP_00003128-RA
OG0005597	PBAR_PB19244-RA	ACEP_ACEP_00003132-RA
OG0005598	PBAR_PB19250-RA	ACEP_ACEP_00003129-RA
OG0005599	PBAR_PB19251-RA	ACEP_ACEP_00003131-RA
OG0005600	PBAR_PB19246-RA	ACEP_ACEP_00003125-RA
OG0005601	PBAR_PB19249-RA	ACEP_ACEP_00003130-RA
OG0005602	PBAR_PB19247-RA	ACEP_ACEP_00003133-RA
OG0005603	PBAR_PB19256-RA	ACEP_ACEP_00003120-RA
OG0005604	PBAR_PB19263-RA	ACEP_ACEP_00003119-RA
OG0005605	PBAR_PB19264-RA	ACEP_ACEP_00003121-RA
OG0005606	PBAR_pbar_RpL36-1	ACEP_ACEP_00003122-RA
OG0005607	PBAR_PB19254-RA	ACEP_ACEP_00003124-RA
OG0005608	PBAR_PB19257-RA	ACEP_ACEP_00003104-RA
OG0005609	PBAR_PB19267-RA	ACEP_ACEP_00003109-RA
OG0005610	PBAR_PB19260-RA	ACEP_ACEP_00003111-RA
OG0005611	PBAR_PB19265-RA	ACEP_ACEP_00003105-RA
OG0005612	PBAR_PB19258-RB	ACEP_ACEP_00003113-RA
OG0005613	PBAR_PB19266-RA	ACEP_ACEP_00003110-RA
OG0005614	PBAR_CG_02546870	ACEP_ACEP_00003116-RA
OG0005615	PBAR_PB19278-RA	ACEP_ACEP_00003101-RA
OG0005616	PBAR_PB14042-RA	ACEP_ACEP_00003095-RA
OG0005617	PBAR_PB14035-RA	ACEP_ACEP_00003089-RA
OG0005618	PBAR_PB14038-RA	ACEP_ACEP_00003087-RA
OG0005619	PBAR_PB14032-RA	ACEP_ACEP_00003086-RA
OG0005620	PBAR_PB14037-RA, PBAR_PB20081-RA	ACEP_ACEP_00003091-RA
OG0005621	PBAR_PB14031-RA	ACEP_ACEP_00003085-RA
OG0005622	PBAR_PB14005-RA	ACEP_ACEP_00003071-RA
OG0005623	PBAR_PB14023-RA	ACEP_ACEP_00003076-RA
OG0005624	PBAR_PB14028-RA	ACEP_ACEP_00003073-RA
OG0005625	PBAR_PB14015-RA	ACEP_ACEP_00003072-RA
OG0005626	PBAR_PB14029-RA	ACEP_ACEP_00003077-RA
OG0005627	PBAR_PB14027-RA	ACEP_ACEP_00003078-RA
OG0005628	PBAR_PB11519-RA	ACEP_ACEP_00003065-RA
OG0005629	PBAR_PB11522-RA	ACEP_ACEP_00003063-RA
OG0005630	PBAR_PB11518-RA	ACEP_ACEP_00003066-RA
OG0005631	PBAR_PB11517-RA	ACEP_ACEP_00003070-RA
OG0005632	PBAR_PB11523-RA	ACEP_ACEP_00003068-RA
OG0005633	PBAR_PB11520-RA	ACEP_ACEP_00003069-RA
OG0005634	PBAR_PB11525-RA	ACEP_ACEP_00003062-RA
OG0005635	PBAR_PB11526-RA	ACEP_ACEP_00003061-RA
OG0005636	PBAR_PB11527-RA	ACEP_ACEP_00003060-RA
OG0005637	PBAR_PB11529-RA	ACEP_ACEP_00003058-RA
OG0005638	PBAR_PB11532-RA	ACEP_ACEP_00017141-RA
OG0005639	PBAR_PB11535-RA	ACEP_ACEP_00003042-RA
OG0005640	PBAR_PB11537-RA	ACEP_ACEP_00003044-RA
OG0005641	PBAR_PB11539-RA	ACEP_ACEP_00003045-RA
OG0005642	PBAR_PB26318-RA	ACEP_ACEP_00017143-RA, ACEP_ACEP_00003048-RA
OG0005643	PBAR_PB11536-RA	ACEP_ACEP_00003046-RA
OG0005644	PBAR_PB11541-RA	ACEP_ACEP_00003040-RA
OG0005645	PBAR_PB11540-RA	ACEP_ACEP_00003041-RA
OG0005646	PBAR_PB11547-RA	ACEP_ACEP_00003039-RA
OG0005647	PBAR_PB11561-RA	ACEP_ACEP_00003022-RA
OG0005648	PBAR_PB11552-RA	ACEP_ACEP_00003018-RA
OG0005649	PBAR_PB11565-RA	ACEP_ACEP_00003014-RA
OG0005650	PBAR_PB11566-RA	ACEP_ACEP_00003015-RA
OG0005651	PBAR_PB11569-RA	ACEP_ACEP_00003013-RA
OG0005652	PBAR_PB11578-RA	ACEP_ACEP_00003007-RA
OG0005653	PBAR_PB11568-RA	ACEP_ACEP_00003008-RA
OG0005654	PBAR_PB11573-RA	ACEP_ACEP_00003009-RA
OG0005655	PBAR_PB11582-RA	ACEP_ACEP_00002999-RA
OG0005656	PBAR_PB19236-RA	ACEP_ACEP_00002996-RA
OG0005657	PBAR_PB19235-RA	ACEP_ACEP_00002998-RA
OG0005658	PBAR_PB19234-RA	ACEP_ACEP_00002994-RA
OG0005659	PBAR_PB19240-RA	ACEP_ACEP_00002991-RA
OG0005660	PBAR_PB11583-RA	ACEP_ACEP_00003001-RA
OG0005661	PBAR_PB11581-RA	ACEP_ACEP_00003000-RA
OG0005662	PBAR_PB19238-RA	ACEP_ACEP_00002986-RA
OG0005663	PBAR_PB19237-RA	ACEP_ACEP_00002987-RA
OG0005664	PBAR_PB19239-RA	ACEP_ACEP_00002990-RA
OG0005665	PBAR_PB19233-RA	ACEP_ACEP_00002989-RA
OG0005666	PBAR_PB19230-RA	ACEP_ACEP_00002983-RA
OG0005667	PBAR_PB25201-RA	ACEP_ACEP_00002979-RA
OG0005668	PBAR_PB19447-RA	ACEP_ACEP_00002969-RA
OG0005669	PBAR_PB11779-RA	ACEP_ACEP_00002968-RA
OG0005670	PBAR_PB11776-RA	ACEP_ACEP_00002963-RA
OG0005671	PBAR_PB11772-RA	ACEP_ACEP_00002970-RA
OG0005672	PBAR_PB11774-RA	ACEP_ACEP_00002965-RA
OG0005673	PBAR_PB11775-RA	ACEP_ACEP_00002966-RA
OG0005674	PBAR_PB19514-RA	ACEP_ACEP_00002959-RA
OG0005675	PBAR_PB19510-RA	ACEP_ACEP_00002960-RA
OG0005676	PBAR_pbar_LIMK1_like-1	ACEP_ACEP_00002956-RA
OG0005677	PBAR_PB11783-RA	ACEP_ACEP_00002962-RA
OG0005678	PBAR_PB19528-RA	ACEP_ACEP_00002952-RA
