Orthogroup	pbar_annotation	lhum_annotation
OG0002681	PBAR_22622-RA	LHUM_25990-RA
OG0002682	PBAR_22568-RA	LHUM_24082-RA
OG0002683	PBAR_22626-RA	LHUM_10889-RA
OG0002684	PBAR_22623-RA	LHUM_22694-RA
OG0002685	PBAR_22566-RA	LHUM_24077-RA
OG0002686	PBAR_22620-RA	LHUM_22691-RA
OG0002687	PBAR_22567-RA	LHUM_24080-RA
OG0002688	PBAR_22642-RA	LHUM_24116-RA
OG0002689	PBAR_22629-RA	LHUM_24121-RA
OG0002690	PBAR_22645-RA	LHUM_24120-RA
OG0002691	PBAR_22632-RA	LHUM_24122-RA
OG0002692	PBAR_22639-RA	LHUM_24117-RA
OG0002693	PBAR_22643-RA	LHUM_24118-RA
OG0002694	PBAR_22635-RA	LHUM_24123-RA
OG0002695	PBAR_22631-RA	LHUM_24126-RA
OG0002696	PBAR_22652-RA	LHUM_24578-RA
OG0002697	PBAR_22637-RA	LHUM_24125-RA
OG0002698	PBAR_20846-RA	LHUM_18386-RA
OG0002699	PBAR_22630-RA	LHUM_11774-RA
OG0002700	PBAR_20840-RA	LHUM_24576-RA
OG0002701	PBAR_20853-RA	LHUM_18387-RA
OG0002702	PBAR_10134-RA	LHUM_11758-RA
OG0002703	PBAR_22655-RA	LHUM_24577-RA
OG0002704	PBAR_20847-RA	LHUM_24572-RA
OG0002705	PBAR_22633-RA	LHUM_24124-RA
OG0002706	PBAR_20848-RA	LHUM_16762-RA
OG0002707	PBAR_20844-RA	LHUM_16766-RA
OG0002708	PBAR_20842-RA	LHUM_24579-RA
OG0002709	PBAR_20845-RA	LHUM_16764-RA
OG0002710	PBAR_20852-RA	LHUM_24569-RA
OG0002711	PBAR_20782-RA	LHUM_21614-RA
OG0002712	CG_02546888	LHUM_21619-RA
OG0002713	PBAR_20780-RA	LHUM_21618-RA
OG0002714	PBAR_10302-RA	LHUM_24083-RA
OG0002715	PBAR_23647-RA	LHUM_24076-RA
OG0002716	PBAR_22575-RA	LHUM_24078-RA
OG0002717	PBAR_23646-RA	LHUM_24079-RA
OG0002718	PBAR_23655-RA	LHUM_24087-RA
OG0002719	PBAR_20788-RA	LHUM_21609-RA
OG0002720	PBAR_22589-RA	LHUM_14538-RA
OG0002721	PBAR_22588-RA	LHUM_24100-RA
OG0002722	PBAR_ar_blistered-1	LHUM_24098-RA
OG0002723	PBAR_22592-RA	LHUM_24104-RA
OG0002724	PBAR_ar_Pdk-1	LHUM_12925-RA
OG0002725	PBAR_19908-RA	LHUM_24102-RA
OG0002726	PBAR_22583-RA	LHUM_24095-RA
OG0002727	PBAR_22597-RA	LHUM_24094-RA
OG0002728	PBAR_22582-RA	LHUM_24093-RA
OG0002729	PBAR_22590-RA	LHUM_24103-RA
OG0002730	PBAR_22586-RA	LHUM_24096-RA
OG0002731	PBAR_18577-RA	LHUM_15752-RA
OG0002732	PBAR_16535-RA	LHUM_24361-RA
OG0002733	PBAR_16542-RA	LHUM_24420-RA
OG0002734	PBAR_ar_centaurin-1	LHUM_24409-RA
OG0002735	PBAR_16539-RA	LHUM_24426-RA
OG0002736	PBAR_16543-RA	LHUM_24360-RA
OG0002737	PBAR_16509-RA	LHUM_20698-RA
OG0002738	PBAR_16516-RA	LHUM_20702-RA
OG0002739	PBAR_16517-RA	LHUM_20701-RA
OG0002740	PBAR_16521-RA	LHUM_20692-RA
OG0002741	PBAR_16532-RA	LHUM_24355-RA
OG0002742	PBAR_16510-RA	LHUM_24356-RA
OG0002743	PBAR_16511-RA	LHUM_20700-RA
OG0002744	PBAR_16536-RA	LHUM_23019-RA
OG0002745	PBAR_16515-RA	LHUM_20699-RA
OG0002746	PBAR_16522-RA	LHUM_20695-RA
OG0002747	PBAR_16530-RA	LHUM_24364-RA
OG0002748	PBAR_16513-RA	LHUM_13479-RA
OG0002749	PBAR_16514-RA	LHUM_24405-RA
OG0002750	PBAR_16500-RA	LHUM_12908-RA
OG0002751	PBAR_16503-RA	LHUM_12910-RA
OG0002752	PBAR_16520-RA	LHUM_24396-RA
OG0002753	PBAR_13235-RA	LHUM_13525-RA
OG0002754	PBAR_13239-RA	LHUM_13531-RA
OG0002755	PBAR_13227-RA	LHUM_13518-RA
OG0002756	PBAR_13228-RA	LHUM_13519-RA
OG0002757	PBAR_13238-RA	LHUM_13536-RA
OG0002758	PBAR_13237-RA	LHUM_13534-RA
OG0002759	PBAR_13231-RA	LHUM_13523-RA
OG0002760	PBAR_13234-RA	LHUM_13520-RA
OG0002761	PBAR_13233-RA	LHUM_13522-RA
OG0002762	PBAR_13242-RA	LHUM_13529-RA
OG0002763	PBAR_13241-RA	LHUM_13532-RA
OG0002764	PBAR_ar_SdhB_like_B-1	LHUM_13533-RA
OG0002765	PBAR_13246-RA	LHUM_13517-RA
OG0002766	PBAR_13257-RA	LHUM_13530-RA
OG0002767	PBAR_16501-RA	LHUM_24423-RA
OG0002768	PBAR_13244-RA	LHUM_13514-RA
OG0002769	PBAR_13765-RA	LHUM_13511-RA
OG0002770	PBAR_ar_rogdi-like-1	LHUM_13513-RA
OG0002771	PBAR_13768-RA	LHUM_13509-RA
OG0002772	PBAR_13767-RA	LHUM_13507-RA
OG0002773	PBAR_13232-RA	LHUM_13506-RA
OG0002774	PBAR_13229-RA	LHUM_13508-RA
OG0002775	PBAR_13240-RA	LHUM_13512-RA
OG0002776	PBAR_13230-RA	LHUM_13516-RA
OG0002777	PBAR_13776-RA	LHUM_13495-RA
OG0002778	PBAR_13785-RA	LHUM_13487-RA
OG0002779	PBAR_13777-RA	LHUM_13497-RA
OG0002780	PBAR_13773-RA	LHUM_13493-RA
OG0002781	PBAR_13780-RA	LHUM_13492-RA
OG0002782	PBAR_13778-RA	LHUM_13498-RA
OG0002783	PBAR_13783-RA	LHUM_13494-RA
OG0002784	PBAR_ar_hedgehog-1	LHUM_13486-RA
OG0002785	PBAR_13803-RA	LHUM_13480-RA
OG0002786	PBAR_13802-RA	LHUM_13478-RA
OG0002787	PBAR_13784-RA	LHUM_13491-RA
OG0002788	PBAR_13781-RA	LHUM_13490-RA
OG0002789	PBAR_25166-RA	LHUM_12859-RA
OG0002790	PBAR_20326-RA	LHUM_12870-RA
OG0002791	PBAR_25158-RA	LHUM_21510-RA
OG0002792	PBAR_16505-RA	LHUM_21509-RA
OG0002793	PBAR_16504-RA	LHUM_21508-RA
OG0002794	PBAR_13798-RA	LHUM_24400-RA
OG0002795	PBAR_25161-RA	LHUM_21511-RA
OG0002796	PBAR_25160-RA	LHUM_12855-RA
OG0002797	PBAR_25156-RA	LHUM_12852-RA
OG0002798	PBAR_25169-RA	LHUM_21497-RA
OG0002799	PBAR_ar_RpL18-1	LHUM_24399-RA
OG0002800	PBAR_16507-RA	LHUM_21513-RA
OG0002801	PBAR_26595-RA	LHUM_25949-RA
OG0002802	PBAR_26594-RA	LHUM_25950-RA
OG0002803	PBAR_15892-RA	LHUM_21518-RA
OG0002804	PBAR_15891-RA	LHUM_21517-RA
OG0002805	PBAR_15889-RA	LHUM_21522-RA
OG0002806	PBAR_15893-RA	LHUM_21516-RA
OG0002807	PBAR_15894-RA	LHUM_21519-RA
OG0002808	PBAR_15888-RA	LHUM_21521-RA
OG0002809	PBAR_15878-RA	LHUM_21529-RA
OG0002810	PBAR_15881-RA	LHUM_21525-RA
OG0002811	PBAR_15880-RA	LHUM_21524-RA
OG0002812	PBAR_15870-RA	LHUM_21540-RA
OG0002813	PBAR_15863-RA	LHUM_21549-RA
OG0002814	PBAR_15861-RA	LHUM_21548-RA
OG0002815	PBAR_15866-RA	LHUM_24398-RA
OG0002816	PBAR_15867-RA	LHUM_24395-RA
OG0002817	PBAR_15871-RA	LHUM_21542-RA
OG0002818	PBAR_15853-RA	LHUM_21453-RA
OG0002819	PBAR_15854-RA	LHUM_24510-RA
OG0002820	PBAR_15855-RA	LHUM_24503-RA
OG0002821	PBAR_15858-RA	LHUM_21449-RA
OG0002822	PBAR_15844-RA	LHUM_21454-RA
OG0002823	PBAR_15845-RA	LHUM_21465-RA
OG0002825	PBAR_24617-RA	LHUM_24538-RA
OG0002826	PBAR_15849-RA	LHUM_21496-RA
OG0002827	PBAR_24620-RA	LHUM_24521-RA
OG0002828	PBAR_15848-RA	LHUM_21461-RA
OG0002829	PBAR_24621-RA	LHUM_24537-RA
OG0002830	PBAR_24618-RA	LHUM_24536-RA
OG0002831	PBAR_24609-RA	LHUM_13704-RA
OG0002832	PBAR_24607-RA	LHUM_13703-RA
OG0002833	PBAR_24604-RA	LHUM_13700-RA
OG0002834	PBAR_24612-RA	LHUM_13710-RA
OG0002835	PBAR_24605-RA	LHUM_13702-RA
OG0002836	PBAR_24613-RA	LHUM_13711-RA
OG0002837	PBAR_16768-RA	LHUM_11888-RA
OG0002838	PBAR_16789-RA	LHUM_21543-RA
OG0002839	PBAR_16788-RA	LHUM_21541-RA
OG0002840	PBAR_16784-RA	LHUM_11887-RA
OG0002841	PBAR_27090-RA	LHUM_13701-RA
OG0002842	PBAR_16769-RA	LHUM_17411-RA
OG0002843	PBAR_16794-RA	LHUM_13707-RA
OG0002844	PBAR_16795-RA	LHUM_13709-RA
OG0002845	PBAR_16793-RA	LHUM_24378-RA
OG0002846	PBAR_16799-RA	LHUM_13706-RA
OG0002847	PBAR_16786-RA	LHUM_13699-RA
OG0002848	PBAR_16797-RA	LHUM_24386-RA
OG0002849	PBAR_13961-RA	LHUM_13695-RA
OG0002850	PBAR_16953-RA	LHUM_13689-RA
OG0002851	PBAR_16947-RA	LHUM_13684-RA
OG0002852	PBAR_16950-RA	LHUM_13690-RA
OG0002853	PBAR_16952-RA	LHUM_13691-RA
OG0002854	PBAR_ar_RpS28_a-1	LHUM_13681-RA
OG0002855	PBAR_16946-RA	LHUM_13693-RA
OG0002856	PBAR_16546-RA	LHUM_20704-RA
OG0002857	PBAR_16544-RA	LHUM_24373-RA
OG0002858	PBAR_14012-RA	LHUM_24379-RA
OG0002859	PBAR_16552-RA	LHUM_24365-RA
OG0002860	PBAR_14001-RA	LHUM_24385-RA
OG0002861	PBAR_16553-RA	LHUM_24362-RA
OG0002862	PBAR_13995-RA	LHUM_24377-RA
OG0002863	PBAR_16548-RA	LHUM_24353-RA
OG0002864	PBAR_16557-RA	LHUM_24383-RA
OG0002865	PBAR_13998-RA	LHUM_24382-RA
OG0002866	PBAR_16556-RA	LHUM_20707-RA
OG0002867	PBAR_13991-RA	LHUM_24375-RA
OG0002868	PBAR_18584-RA	LHUM_15762-RA
OG0002869	PBAR_ar_pten-RA	LHUM_15756-RA
OG0002870	PBAR_18581-RA	LHUM_15758-RA
OG0002871	PBAR_16555-RA	LHUM_20706-RA
OG0002872	PBAR_18580-RA	LHUM_15757-RA
OG0002873	PBAR_18585-RA	LHUM_15761-RA
OG0002874	PBAR_18576-RA	LHUM_15759-RA
OG0002875	PBAR_18587-RA	LHUM_15765-RA
OG0002876	PBAR_18588-RA	LHUM_15766-RA
OG0002877	PBAR_15193-RA	LHUM_15769-RA
OG0002878	PBAR_15196-RA	LHUM_15771-RA
OG0002879	PBAR_14359-RA	LHUM_15772-RA
OG0002880	PBAR_14353-RA	LHUM_21494-RA
OG0002881	PBAR_14354-RA	LHUM_21499-RA
OG0002882	PBAR_14351-RA	LHUM_15776-RA
OG0002883	PBAR_14355-RA	LHUM_21500-RA
OG0002884	PBAR_14363-RA	LHUM_15770-RA
OG0002885	PBAR_14357-RA	LHUM_21501-RA
OG0002886	PBAR_14352-RA	LHUM_21495-RA
OG0002887	PBAR_14358-RA	LHUM_21505-RA
OG0002888	PBAR_14360-RA	LHUM_21506-RA
OG0002889	PBAR_10448-RA	LHUM_21491-RA
OG0002890	PBAR_17502-RA	LHUM_21489-RA
OG0002893	PBAR_16229-RA	LHUM_21466-RA
OG0002894	PBAR_ar_hep-1	LHUM_21468-RA
OG0002895	PBAR_16225-RA	LHUM_21596-RA
OG0002896	PBAR_16227-RA	LHUM_21580-RA
OG0002897	PBAR_16226-RA	LHUM_21593-RA
OG0002898	PBAR_16230-RA	LHUM_21595-RA
OG0002899	PBAR_16231-RB	LHUM_21600-RA
OG0002900	PBAR_16221-RA	LHUM_21585-RA
OG0002901	PBAR_16213-RA	LHUM_21578-RA
OG0002902	PBAR_16216-RA	LHUM_21581-RA
OG0002903	PBAR_16215-RA	LHUM_21579-RA
OG0002904	PBAR_16218-RA	LHUM_21582-RA
OG0002905	PBAR_16212-RA	LHUM_21576-RA
OG0002906	PBAR_16217-RA	LHUM_21577-RA
OG0002907	PBAR_16214-RA	LHUM_21566-RA
OG0002908	PBAR_16206-RA	LHUM_21568-RA
OG0002909	PBAR_16208-RA	LHUM_21573-RA
OG0002910	PBAR_16207-RA	LHUM_21569-RA
OG0002911	PBAR_16205-RA	LHUM_21567-RA
OG0002912	PBAR_16203-RA	LHUM_21570-RA
OG0002913	PBAR_16210-RA	LHUM_21574-RA
OG0002914	PBAR_23616-RA	LHUM_16873-RA
OG0002915	PBAR_23600-RA	LHUM_16882-RA
OG0002916	PBAR_23609-RA	LHUM_16879-RA
OG0002917	PBAR_23607-RA	LHUM_16881-RA
OG0002918	PBAR_23599-RA	LHUM_16888-RB
OG0002919	PBAR_23583-RA	LHUM_24620-RA
OG0002920	PBAR_23589-RA	LHUM_24634-RA
OG0002921	PBAR_23586-RA	LHUM_24631-RA
OG0002922	PBAR_23587-RA	LHUM_24633-RA
OG0002923	PBAR_23585-RA	LHUM_24619-RA
OG0002924	PBAR_23591-RA	LHUM_24636-RA
OG0002925	PBAR_23584-RA	LHUM_24623-RA
OG0002926	PBAR_23598-RA	LHUM_24630-RA
OG0002927	PBAR_23574-RA	LHUM_24625-RA
OG0002928	PBAR_23581-RA	LHUM_24613-RA
OG0002929	PBAR_23578-RA	LHUM_24614-RA
OG0002930	PBAR_23573-RA	LHUM_24621-RA
OG0002931	PBAR_23563-RA	LHUM_24608-RA
OG0002932	PBAR_ar_emp-1	LHUM_24610-RA
OG0002933	PBAR_23561-RA	LHUM_24611-RA
OG0002934	PBAR_23566-RA	LHUM_24618-RA
OG0002935	PBAR_ar_SCR-B10-RA	LHUM_24616-RA
OG0002936	PBAR_23562-RA	LHUM_24607-RA
OG0002937	PBAR_10181-RA	LHUM_24605-RA
OG0002938	PBAR_21635-RA	LHUM_24604-RA
OG0002939	PBAR_21640-RA	LHUM_24595-RA
OG0002940	PBAR_10199-RA	LHUM_24603-RA
OG0002941	PBAR_21642-RA	LHUM_24598-RA
OG0002942	PBAR_21645-RA	LHUM_24594-RA
OG0002943	PBAR_21641-RA	LHUM_24600-RA
OG0002944	PBAR_26941-RA	LHUM_24596-RA
OG0002945	PBAR_21647-RA	LHUM_24590-RA
OG0002946	PBAR_21650-RA	LHUM_24591-RA
OG0002947	PBAR_20926-RA	LHUM_14116-RA
OG0002948	PBAR_ar_mura-like-1	LHUM_21245-RA
OG0002949	PBAR_19912-RA	LHUM_16133-RA
OG0002950	PBAR_19910-RA	LHUM_16130-RA
OG0002951	PBAR_19911-RA	LHUM_16132-RA
OG0002952	PBAR_19907-RA	LHUM_16127-RA
OG0002953	PBAR_19905-RA	LHUM_16128-RA
OG0002954	PBAR_19896-RA	LHUM_16113-RA
OG0002956	PBAR_21768-RA	LHUM_16110-RA
OG0002957	PBAR_21772-RA	LHUM_16114-RA
OG0002958	PBAR_21762-RA	LHUM_16121-RA
OG0002959	PBAR_21765-RA	LHUM_16123-RA
OG0002960	PBAR_21771-RA	LHUM_16109-RA
OG0002961	PBAR_21770-RA	LHUM_16112-RA
OG0002962	PBAR_21764-RA	LHUM_16118-RA
OG0002963	PBAR_21763-RA	LHUM_16122-RA
OG0002964	PBAR_21773-RA	LHUM_16115-RA
OG0002965	PBAR_21783-RA	LHUM_16101-RA
OG0002966	PBAR_21781-RA	LHUM_16099-RA
OG0002967	PBAR_21777-RA	LHUM_16107-RA
OG0002968	PBAR_21778-RA	LHUM_16106-RA
OG0002969	PBAR_21775-RA	LHUM_16104-RA
OG0002970	PBAR_21782-RA	LHUM_16100-RA
OG0002971	PBAR_21774-RA	LHUM_16105-RA
OG0002972	PBAR_ar_SCR-B2-RA	LHUM_um_SCR-B2-RA
OG0002973	PBAR_21792-RA	LHUM_16095-RA
OG0002974	PBAR_21784-RA	LHUM_16097-RA
OG0002975	PBAR_21788-RA	LHUM_16094-RA
OG0002976	PBAR_21786-RA	LHUM_16096-RA
OG0002977	PBAR_ar_hymenoptaecin-RA	LHUM_16098-RA
OG0002978	PBAR_21794-RA	LHUM_22653-RA
OG0002979	PBAR_21793-RA	LHUM_22664-RA
OG0002980	PBAR_ar_yu-like-1	LHUM_20630-RA
OG0002981	PBAR_21798-RA	LHUM_20628-RA
OG0002982	PBAR_21797-RA	LHUM_20627-RA
OG0002983	PBAR_21805-RA	LHUM_20626-RA
OG0002984	PBAR_18350-RA	LHUM_20625-RA
OG0002985	PBAR_21810-RA	LHUM_20624-RA
OG0002986	PBAR_21799-RA	LHUM_20621-RA
OG0002987	PBAR_21813-RA	LHUM_20623-RA
OG0002988	PBAR_21811-RA	LHUM_20610-RA
OG0002989	PBAR_21806-RA	LHUM_20619-RA
OG0002990	PBAR_21812-RA	LHUM_20611-RA
OG0002991	PBAR_21800-RA	LHUM_20616-RA
OG0002992	PBAR_21804-RA	LHUM_20620-RA
OG0002993	PBAR_21814-RA	LHUM_20613-RA
OG0002994	PBAR_21802-RA	LHUM_20615-RA
OG0002995	PBAR_21808-RA	LHUM_20609-RA
OG0002996	PBAR_21831-RA	LHUM_20593-RA
OG0002997	PBAR_21824-RA	LHUM_20601-RA
OG0002998	PBAR_21833-RA	LHUM_20591-RA
OG0002999	PBAR_13766-RA	LHUM_20604-RA
OG0003000	PBAR_21821-RA	LHUM_20600-RA
OG0003001	PBAR_21827-RA	LHUM_20602-RA
OG0003002	PBAR_23058-RA	LHUM_24828-RA
OG0003003	PBAR_21822-RA	LHUM_20599-RA
OG0003004	PBAR_21843-RA	LHUM_23763-RA
OG0003005	PBAR_21829-RA	LHUM_20594-RA
OG0003006	PBAR_21826-RA	LHUM_20603-RA
OG0003007	PBAR_21823-RA	LHUM_20598-RA
OG0003008	PBAR_21838-RA	LHUM_23756-RA
OG0003009	PBAR_21830-RA	LHUM_23759-RA
OG0003010	PBAR_21837-RA	LHUM_23755-RA
OG0003011	PBAR_21825-RA	LHUM_23754-RA
OG0003012	PBAR_21839-RA	LHUM_23757-RA
OG0003013	PBAR_15686-RA	LHUM_23770-RA
OG0003014	PBAR_ar_mindbomb-half1-RA	LHUM_um_mindbomb-RA
OG0003015	PBAR_19635-RA	LHUM_22296-RA
OG0003016	PBAR_19632-RA	LHUM_22295-RA
OG0003017	PBAR_19637-RA	LHUM_22287-RA
OG0003018	PBAR_19631-RA	LHUM_22294-RA
OG0003019	PBAR_19633-RA	LHUM_22292-RA
OG0003020	PBAR_ar_knirps-RA	LHUM_22293-RA
OG0003021	PBAR_19638-RA	LHUM_22290-RA
OG0003022	PBAR_19627-RA	LHUM_22300-RA
OG0003023	PBAR_19630-RA	LHUM_22298-RA
OG0003024	PBAR_19639-RA	LHUM_22288-RA
OG0003025	PBAR_19625-RA	LHUM_22299-RA
OG0003026	PBAR_19628-RA	LHUM_22301-RA
OG0003027	PBAR_19621-RA	LHUM_22308-RA
OG0003028	PBAR_19622-RA	LHUM_22305-RA
OG0003029	PBAR_19623-RA	LHUM_22304-RA
OG0003030	PBAR_19618-RA	LHUM_22310-RA
OG0003031	PBAR_19616-RA	LHUM_22314-RA
OG0003032	PBAR_19617-RA	LHUM_22311-RA
OG0003033	PBAR_19620-RA	LHUM_22307-RA
OG0003034	PBAR_15343-RA	LHUM_12572-RA
OG0003035	PBAR_10926-RA	LHUM_23482-RA
OG0003036	PBAR_25597-RA	LHUM_16197-RA
OG0003037	PBAR_25598-RA	LHUM_16192-RA
OG0003038	PBAR_25604-RA	LHUM_16225-RA
OG0003039	PBAR_25615-RA	LHUM_16217-RA
OG0003040	PBAR_25599-RA	LHUM_16218-RA
OG0003041	PBAR_25603-RA	LHUM_16230-RA
OG0003042	PBAR_25605-RA	LHUM_16229-RA
OG0003043	PBAR_25619-RA	LHUM_16224-RA
OG0003044	PBAR_25627-RA	LHUM_24275-RA
OG0003045	PBAR_ar_Pi3K59F-1	LHUM_24277-RA
OG0003046	PBAR_27156-RA	LHUM_26095-RA
OG0003047	PBAR_25613-RA	LHUM_24280-RA
OG0003048	PBAR_26206-RA	LHUM_24276-RA
OG0003049	PBAR_25618-RA	LHUM_24266-RA
OG0003050	PBAR_25623-RA	LHUM_18920-RA
OG0003051	PBAR_25631-RA	LHUM_18937-RA
OG0003052	PBAR_25629-RA	LHUM_21736-RA
OG0003053	PBAR_25607-RA	LHUM_19342-RA
OG0003054	PBAR_25633-RA	LHUM_21728-RA
OG0003055	PBAR_11405-RA	LHUM_10524-RA
OG0003056	PBAR_25628-RA	LHUM_21732-RA
OG0003057	PBAR_25621-RA	LHUM_18923-RA
OG0003058	PBAR_25641-RA	LHUM_21719-RA
OG0003059	PBAR_25640-RA	LHUM_23731-RA
OG0003060	PBAR_25634-RA	LHUM_21721-RA
OG0003061	PBAR_25653-RA	LHUM_10727-RA
OG0003062	PBAR_25657-RA	LHUM_10728-RA
OG0003063	PBAR_25656-RA	LHUM_10729-RA
OG0003064	PBAR_25649-RA	LHUM_10726-RA
OG0003065	PBAR_25642-RA	LHUM_10638-RA
OG0003066	PBAR_25670-RA	LHUM_22936-RA
OG0003067	PBAR_25648-RA	LHUM_12821-RA
OG0003068	PBAR_25667-RA	LHUM_22929-RA
OG0003069	PBAR_25652-RA	LHUM_14428-RA
OG0003070	PBAR_25651-RA	LHUM_18922-RA
OG0003071	PBAR_25655-RA	LHUM_12813-RA
OG0003072	PBAR_25663-RA	LHUM_22930-RA
OG0003073	PBAR_25668-RA	LHUM_22934-RA
OG0003074	PBAR_25659-RA	LHUM_22937-RA
OG0003075	PBAR_ar_Protein-tyrosine-phosphatase-RA	LHUM_22935-RA
OG0003076	PBAR_25675-RA	LHUM_18849-RA
OG0003077	PBAR_ar_RpL10A-1	LHUM_22931-RA
OG0003078	PBAR_25660-RA	LHUM_18846-RA
OG0003079	PBAR_25665-RA	LHUM_22932-RA
OG0003080	CG_02545885	LHUM_22938-RA
OG0003081	PBAR_25654-RA	LHUM_12814-RA
OG0003082	PBAR_ar_Ptp52F-1	LHUM_22939-RA
OG0003083	PBAR_25664-RA	LHUM_22933-RA
OG0003084	PBAR_25674-RA	LHUM_18854-RA
OG0003085	PBAR_24155-RA	LHUM_18492-RA
OG0003086	PBAR_19932-RA	LHUM_21320-RA
OG0003087	PBAR_21272-RA	LHUM_20254-RA
OG0003088	PBAR_17777-RA	LHUM_20125-RA
OG0003089	PBAR_17776-RA	LHUM_20127-RA
OG0003090	PBAR_17780-RA	LHUM_20130-RA
OG0003091	PBAR_17781-RA	LHUM_20131-RA
OG0003092	PBAR_17785-RA	LHUM_20135-RA
OG0003093	PBAR_17791-RA	LHUM_20141-RA
OG0003094	PBAR_17792-RA	LHUM_20147-RA
OG0003095	PBAR_18337-RA	LHUM_19188-RA
OG0003096	PBAR_18344-RA	LHUM_19178-RA
OG0003097	PBAR_18342-RA	LHUM_12457-RA
OG0003098	PBAR_18336-RA	LHUM_11477-RA
OG0003099	PBAR_17786-RA	LHUM_20138-RA
OG0003100	PBAR_17789-RA	LHUM_20144-RA
OG0003101	PBAR_18331-RA	LHUM_17667-RA
OG0003102	PBAR_18327-RA	LHUM_19300-RA
OG0003103	PBAR_ar_laminin-A-like-RB	LHUM_17687-RA
OG0003104	PBAR_18329-RA	LHUM_19296-RA
OG0003105	PBAR_18317-RA	LHUM_19284-RA
OG0003106	PBAR_18343-RA	LHUM_19290-RA
OG0003107	PBAR_18319-RA	LHUM_17673-RA
OG0003108	PBAR_18321-RA	LHUM_17690-RA
OG0003109	PBAR_18318-RA	LHUM_19287-RA
OG0003110	PBAR_18328-RA	LHUM_17668-RA
OG0003111	PBAR_18340-RA	LHUM_19294-RA
OG0003112	PBAR_18346-RA	LHUM_20177-RA
OG0003113	PBAR_18323-RA	LHUM_17694-RA
OG0003114	PBAR_18302-RA	LHUM_17691-RA
OG0003115	PBAR_18307-RA	LHUM_17683-RA
OG0003116	PBAR_18330-RA	LHUM_17677-RA
OG0003117	PBAR_12997-RA	LHUM_21282-RA
OG0003118	PBAR_13001-RA	LHUM_21283-RA
OG0003119	PBAR_13004-RA	LHUM_15728-RA
OG0003120	PBAR_13003-RA	LHUM_21284-RA
OG0003121	PBAR_13006-RA	LHUM_15730-RA
OG0003122	PBAR_15678-RA	LHUM_15732-RA
OG0003123	PBAR_15677-RA	LHUM_18323-RA
OG0003124	PBAR_15674-RA	LHUM_18322-RA
OG0003125	PBAR_ar-h-like-1	LHUM_18324-RA
OG0003127	PBAR_15662-RA	LHUM_18329-RA
OG0003128	PBAR_15660-RA	LHUM_18338-RA
OG0003129	PBAR_15657-RA	LHUM_18335-RA
OG0003130	PBAR_15667-RA	LHUM_18333-RA
OG0003131	PBAR_15666-RA	LHUM_21332-RA
OG0003132	PBAR_15664-RA	LHUM_21295-RA
OG0003133	PBAR_15658-RA	LHUM_21291-RA
OG0003134	PBAR_15656-RA	LHUM_22186-RA
OG0003135	PBAR_15663-RA	LHUM_21296-RA
OG0003136	PBAR_15643-RA	LHUM_22175-RA
OG0003137	PBAR_15649-RA	LHUM_22181-RA
OG0003138	PBAR_15645-RA	LHUM_22178-RA
OG0003139	PBAR_15648-RA	LHUM_22183-RA
OG0003140	PBAR_15638-RA	LHUM_22179-RA
OG0003141	PBAR_15652-RA	LHUM_22180-RA
OG0003142	PBAR_15651-RA	LHUM_22182-RA
OG0003143	PBAR_15647-RA	LHUM_22177-RA
OG0003144	PBAR_15630-RA	LHUM_22170-RA
OG0003145	PBAR_15636-RA	LHUM_22167-RA
OG0003146	PBAR_15640-RA	LHUM_22172-RA
OG0003147	PBAR_15639-RA	LHUM_22171-RA
OG0003148	PBAR_15631-RA	LHUM_22164-RA
OG0003149	PBAR_ar_Ndufs7_like-1	LHUM_22162-RA
OG0003150	PBAR_15628-RA	LHUM_22156-RA
OG0003151	PBAR_15622-RA	LHUM_22158-RA
OG0003152	PBAR_15621-RA	LHUM_22154-RA
OG0003153	PBAR_15625-RA	LHUM_22161-RA
OG0003154	PBAR_15627-RA	LHUM_22155-RA
OG0003155	PBAR_15632-RA	LHUM_22163-RA
OG0003156	PBAR_14137-RA	LHUM_22144-RA
OG0003157	PBAR_14139-RA	LHUM_22145-RA
OG0003158	PBAR_14138-RA	LHUM_22146-RA
OG0003159	PBAR_14140-RA	LHUM_22148-RA
OG0003160	PBAR_14141-RA	LHUM_22149-RA
OG0003161	PBAR_14134-RA	LHUM_22150-RA
OG0003162	PBAR_14132-RA	LHUM_22135-RA
OG0003163	PBAR_14130-RA	LHUM_22132-RA
OG0003164	PBAR_14133-RA	LHUM_22139-RA
OG0003165	PBAR_14131-RA	LHUM_22147-RA
OG0003166	PBAR_14117-RA	LHUM_22130-RA
OG0003167	PBAR_14118-RA	LHUM_22122-RA
OG0003168	PBAR_14113-RA	LHUM_22129-RA
OG0003169	PBAR_14114-RA	LHUM_22131-RA
OG0003170	PBAR_14123-RA	LHUM_22137-RA
OG0003171	PBAR_14121-RA	LHUM_22134-RA
OG0003172	PBAR_14125-RA	LHUM_22133-RA
OG0003173	PBAR_14116-RA	LHUM_22128-RA
OG0003174	PBAR_14126-RA	LHUM_22140-RA
OG0003175	PBAR_14110-RA	LHUM_22123-RA
OG0003176	PBAR_14111-RA	LHUM_22121-RA
OG0003177	PBAR_14122-RA	LHUM_22125-RA
OG0003178	PBAR_14115-RA	LHUM_22124-RA
